Species,Adult_survival,Age_at_first_reproduction,Maximum_longevity
Columba_oenas,0.64,1.04,17.35
Columba_eversmanni,0.61,0.97,15.59
Columba_oliviae,0.71,1.14,15.87
Columba_palumbus,0.67,1.16,19.16
Columba_trocaz,0.72,1.33,18.27
Columba_bollii,0.7,1.24,16.78
Columba_junoniae,0.73,1.16,15.45
Columba_unicincta,0.71,1.3,15.81
Columba_arquatrix,0.71,1.3,16.5
Columba_sjostedti,0.71,1.14,15.61
Columba_thomensis,0.76,1.31,16.47
Columba_pollenii,0.7,1.24,15.77
Columba_hodgsonii,0.67,1.24,16.86
Columba_albinucha,0.7,1.25,15.22
Columba_pulchricollis,0.68,1.21,16.37
Columba_elphinstonii,0.71,1.29,16.47
Columba_torringtoniae,0.7,1.24,15.47
Columba_punicea,0.73,1.22,17.75
Columba_argentina,0.7,1.24,15.21
Columba_palumboides,0.76,1.36,17.56
Columba_janthina,0.7,1.2,17.96
Columba_versicolor,0.6,1,17.28
Columba_jouyi,0.6,1,17.28
Columba_vitiensis,0.74,1.19,14.34
Columba_leucomela,0.74,1.28,16.87
Columba_pallidiceps,0.78,1.19,15.5
Columba_delegorguei,0.61,0.97,12.52
Columba_iriditorques,0.64,1.04,12.74
Columba_malherbii,0.74,1.23,15.48
Columba_thiriouxi,0.6,1,17.28
Aplopelia_larvata,0.79,1.85,13.51
Streptopelia_turtur,0.58,1.12,11.94
Streptopelia_lugens,0.57,1.1,11.35
Streptopelia_hypopyrrha,0.57,1.11,11.64
Streptopelia_orientalis,0.57,1.19,14.21
Streptopelia_dusumieri,0.4,1,13.28
Streptopelia_bitorquata,0.57,1.09,11.4
Streptopelia_decaocto,0.57,1.09,12.83
Streptopelia_xanthocycla,0.4,1,13.28
Streptopelia_roseogrisea,0.54,1.1,11.78
Streptopelia_reichenowi,0.55,1.13,10.57
Streptopelia_decipiens,0.56,1.06,11.01
Streptopelia_semitorquata,0.55,1.12,11.54
Streptopelia_capicola,0.54,1.08,11.45
Streptopelia_vinacea,0.52,1.02,10.81
Streptopelia_tranquebarica,0.51,1.01,11.32
Spilopelia_chinensis,0.72,1.24,15.08
Spilopelia_suratensis,0.46,1,14.45
Spilopelia_senegalensis,0.7,1.13,13.33
Nesoenas_picturatus,0.77,1.8,15.62
Nesoenas_mayeri,0.79,2,17.4
Nesoenas_duboisi,0.46,1.1,14.64
Nesoenas_cicur,0.46,1.1,14.64
Nesoenas_rodericanus,0.46,1.1,14.64
Macropygia_unchall,0.76,1.85,13.06
Macropygia_rufipennis,0.77,1.96,12.86
Macropygia_emiliana,0.78,2.03,11.93
Macropygia_tenuirostris,0.79,2.11,12.85
Macropygia_magna,0.74,1.76,11.5
Macropygia_amboinensis,0.84,2.17,12.52
Macropygia_phasianella,0.77,1.73,11.99
Macropygia_ruficeps,0.8,1.76,10.24
Macropygia_nigrirostris,0.8,1.8,10.39
Macropygia_mackinlayi,0.75,1.62,10.93
Turacoena_manadensis,0.8,2.18,15.72
Turacoena_modesta,0.78,2.07,16.05
Reinwardtoena_reinwardti,0.84,2.24,15.83
Reinwardtoena_browni,0.78,2.02,15.55
Reinwardtoena_crassirostris,0.81,2.27,16.77
Ectopistes_migratorius,0.46,1.1,14.64
Patagioenas_leucocephala,0.68,1.42,16.4
Patagioenas_squamosa,0.76,1.51,16.75
Patagioenas_speciosa,0.68,1.44,15.64
Patagioenas_corensis,0.7,1.45,17.29
Patagioenas_picazuro,0.71,1.46,18.07
Patagioenas_maculosa,0.7,1.46,18.92
Patagioenas_albipennis,0.62,1.45,18.21
Patagioenas_fasciata,0.7,1.48,19.38
Patagioenas_albilinea,0.62,1.45,18.21
Patagioenas_araucana,0.66,1.46,16.9
Patagioenas_caribaea,0.67,1.52,16.7
Patagioenas_cayennensis,0.69,1.52,16.32
Patagioenas_flavirostris,0.7,1.57,17.62
Patagioenas_oenops,0.63,1.26,15.36
Patagioenas_inornata,0.73,1.48,18.4
Patagioenas_plumbea,0.69,1.28,13.94
Patagioenas_subvinacea,0.67,1.42,15
Patagioenas_nigrirostris,0.7,1.44,15.91
Patagioenas_goodsoni,0.73,1.58,16.71
Starnoenas_cyanocephala,0.82,2.06,15.72
Geotrygon_purpurata,0.46,1.1,14.64
Geotrygon_saphirina,0.79,1.68,13.14
Geotrygon_versicolor,0.81,1.99,15.21
Geotrygon_caniceps,0.82,2.01,15.31
Geotrygon_leucometopia,0.46,1.1,14.64
Geotrygon_montana,0.79,1.8,13.12
Geotrygon_violacea,0.77,1.68,12.71
Geotrygon_chrysia,0.8,1.88,14.53
Geotrygon_mystacea,0.82,2.04,15.38
Leptotrygon_veraguensis,0.79,1.85,13.54
Leptotila_verreauxi,0.76,1.73,11.91
Leptotila_jamaicensis,0.76,1.77,12.74
Leptotila_cassinii,0.76,1.76,12.29
Leptotila_conoveri,0.7,1.48,11.07
Leptotila_ochraceiventris,0.67,1.44,10.8
Leptotila_plumbeiceps,0.69,1.49,11.49
Leptotila_battyi,0.69,1.47,11.1
Leptotila_rufaxilla,0.78,1.82,12.45
Leptotila_wellsi,0.77,1.84,12.86
Leptotila_pallida,0.69,1.4,10.37
Leptotila_megalura,0.78,1.87,13.56
Zentrygon_carrikeri,0.84,2.22,16.59
Zentrygon_costaricensis,0.8,1.79,14.22
Zentrygon_lawrencii,0.84,2.14,15.45
Zentrygon_albifacies,0.83,2.09,15.67
Zentrygon_frenata,0.85,2.29,16.4
Zentrygon_linearis,0.79,1.94,16.12
Zentrygon_chiriquensis,0.82,2.12,15.63
Zentrygon_goldmani,0.72,1.61,14.25
Zenaida_asiatica,0.63,1.12,16.33
Zenaida_meloda,0.66,1.11,17.16
Zenaida_aurita,0.7,1.19,15.03
Zenaida_galapagoensis,0.64,1.06,13.97
Zenaida_auriculata,0.61,1.05,15.04
Zenaida_macroura,0.61,1.07,16.42
Zenaida_graysoni,0.54,1.19,20.32
Columbina_inca,0.57,1.47,10.75
Columbina_squammata,0.58,1.5,10.39
Columbina_passerina,0.57,1.46,8.88
Columbina_minuta,0.54,1.36,9.33
Columbina_buckleyi,0.47,1.44,9.64
Columbina_talpacoti,0.54,1.46,9.96
Columbina_picui,0.54,1.47,10.61
Columbina_cruziana,0.57,1.48,10.14
Columbina_cyanopis,0.46,1.38,9.56
Claravis_pretiosa,0.69,1.49,12.37
Claravis_mondetoura,0.75,1.43,11.22
Claravis_geoffroyi,0.69,1.36,12.12
Metriopelia_ceciliae,0.68,1.45,11.54
Metriopelia_morenoi,0.66,1.36,11.14
Metriopelia_melanoptera,0.7,1.74,14.35
Metriopelia_aymara,0.7,1.59,12.71
Uropelia_campestris,0.55,1.05,9.93
Henicophaps_albifrons,0.79,1.74,13.7
Henicophaps_foersteri,0.81,2.03,14.76
Gallicolumba_luzonica,0.81,1.94,14.69
Gallicolumba_crinigera,0.83,2.08,15
Gallicolumba_platenae,0.81,1.94,14.54
Gallicolumba_keayi,0.78,1.65,13.15
Gallicolumba_menagei,0.78,1.67,13.1
Gallicolumba_tristigmata,0.8,1.78,13.86
Gallicolumba_rufigula,0.82,1.93,13.74
Alopecoenas_hoedtii,0.77,1.6,12.74
Alopecoenas_jobiensis,0.79,1.8,13.14
Alopecoenas_kubaryi,0.82,2.02,14.43
Alopecoenas_xanthonurus,0.74,1.78,13.8
Alopecoenas_erythropterus,0.74,1.54,11.36
Alopecoenas_rubescens,0.71,1.45,12.14
Alopecoenas_beccarii,0.79,1.75,12.47
Alopecoenas_johannae,0.46,1.1,14.64
Alopecoenas_canifrons,0.69,1.47,13.02
Alopecoenas_sanctaecrucis,0.79,1.9,15.91
Alopecoenas_stairi,0.78,1.86,15.79
Alopecoenas_salamonis,0.46,1.1,14.64
Alopecoenas_ferrugineus,0.46,1.1,14.64
Leucosarcia_melanoleuca,0.84,2.26,14.09
Petrophassa_rufipennis,0.78,1.83,15.32
Petrophassa_albipennis,0.75,1.68,14.4
Geophaps_plumifera,0.73,1.59,13.94
Geophaps_ferruginea,0.46,1.1,14.64
Geophaps_scripta,0.78,1.88,16.49
Geophaps_smithii,0.77,1.83,15.53
Phaps_chalcoptera,0.81,2.11,18.61
Phaps_elegans,0.78,1.86,17.18
Phaps_histrionica,0.79,1.98,17.34
Ocyphaps_lophotes,0.79,1.92,16.9
Geopelia_cuneata,0.57,1.28,14.32
Geopelia_striata,0.61,1.44,14.84
Geopelia_placida,0.6,1.39,15.56
Geopelia_maugeus,0.55,1.23,15.31
Geopelia_humeralis,0.66,1.69,18.61
Trugon_terrestris,0.86,2.41,17.08
Otidiphaps_aruensis,0.46,1.1,14.64
Otidiphaps_nobilis,0.87,2.52,17.69
Otidiphaps_cervicalis,0.46,1.1,14.64
Otidiphaps_insularis,0.46,1.1,14.64
Microgoura_meeki,0.46,1.1,14.64
Goura_cristata,0.89,3.13,24.66
Goura_sclaterii,0.46,1.1,14.64
Goura_scheepmakeri,0.91,3.38,24.18
Goura_victoria,0.89,3.52,25.29
Caloenas_nicobarica,0.87,2.55,18.83
Caloenas_maculata,0.46,1.1,20.5
Raphus_cucullatus,0.46,1.1,14.64
Pezophaps_solitaria,0.46,1.1,14.64
Didunculus_strigirostris,0.74,1.75,15.72
Chalcophaps_indica,0.79,1.8,12.85
Chalcophaps_longirostris,0.79,1.1,12
Chalcophaps_stephani,0.79,1.78,12.38
Turtur_chalcospilos,0.82,1.46,12.28
Turtur_abyssinicus,0.81,1.47,12.4
Turtur_afer,0.81,1.48,12.07
Turtur_tympanistria,0.81,1.5,12.35
Turtur_brehmeri,0.88,1.82,12.95
Oena_capensis,0.66,1.34,10.95
Phapitreron_leucotis,0.57,1.77,13.82
Phapitreron_nigrorum,0.34,1.1,14.64
Phapitreron_brevirostris,0.34,1.1,14.64
Phapitreron_amethystinus,0.58,1.57,12.6
Phapitreron_maculipectus,0.34,1.1,14.64
Phapitreron_frontalis,0.34,1.1,14.64
Phapitreron_brunneiceps,0.55,1.58,12.47
Phapitreron_cinereiceps,0.64,1.83,13.32
Treron_fulvicollis,0.56,1.93,9.43
Treron_olax,0.47,1.66,8.12
Treron_vernans,0.54,1.84,9.1
Treron_bicinctus,0.47,1.74,9.51
Treron_phayrei,0.38,1.1,6.96
Treron_affinis,0.38,1.1,6.96
Treron_pompadora,0.58,2.06,10.34
Treron_chloropterus,0.38,1.1,6.96
Treron_axillaris,0.38,1.1,6.96
Treron_aromaticus,0.38,1.1,6.96
Treron_curvirostra,0.51,1.85,9.51
Treron_griseicauda,0.57,2.01,9.97
Treron_teysmannii,0.54,1.88,9.63
Treron_floris,0.54,1.88,9.6
Treron_psittaceus,0.54,1.88,9.62
Treron_capellei,0.6,2.13,10.68
Treron_phoenicopterus,0.58,2.06,10.92
Treron_waalia,0.61,2.18,10.91
Treron_griveaudi,0.38,1.1,6.96
Treron_australis,0.58,2.05,10.76
Treron_calvus,0.57,1.99,9.82
Treron_delalandii,0.38,1.1,6.96
Treron_pembaensis,0.57,2.01,9.99
Treron_sanctithomae,0.56,1.88,9.4
Treron_apicauda,0.54,2.03,10.82
Treron_oxyurus,0.56,1.88,9.41
Treron_seimundi,0.48,1.78,9.31
Treron_sphenurus,0.56,2.1,11
Treron_sieboldii,0.55,2.08,11.27
Treron_permagnus,0.38,1.1,6.96
Treron_formosae,0.51,1.86,9.95
Ducula_poliocephala,0.8,2.27,15.7
Ducula_forsteni,0.81,2.23,15.06
Ducula_mindorensis,0.8,2.23,15.48
Ducula_radiata,0.81,2.33,14.29
Ducula_carola,0.81,2.32,14.79
Ducula_aenea,0.83,2.53,16.29
Ducula_oenothorax,0.46,1.1,13.99
Ducula_perspicillata,0.82,2.35,15.79
Ducula_neglecta,0.46,1.1,13.99
Ducula_concinna,0.82,2.44,16.56
Ducula_pacifica,0.83,2.47,15.99
Ducula_oceanica,0.82,2.44,15.2
Ducula_aurorae,0.8,2.23,15.59
Ducula_galeata,0.84,2.59,16.29
Ducula_rubricera,0.85,2.73,16.95
Ducula_myristicivora,0.81,2.25,15.16
Ducula_geelvinkiana,0.46,1.1,13.99
Ducula_rufigaster,0.8,2.17,14.75
Ducula_basilica,0.81,2.23,15.01
Ducula_obiensis,0.46,1.1,13.99
Ducula_finschii,0.79,2.07,14.1
Ducula_chalconota,0.81,2.23,15.15
Ducula_pistrinaria,0.84,2.6,16.18
Ducula_rosacea,0.79,2.12,14.53
Ducula_whartoni,0.84,2.66,16.77
Ducula_pickeringii,0.81,2.23,15.18
Ducula_latrans,0.82,2.43,15.79
Ducula_brenchleyi,0.79,2.11,14.53
Ducula_bakeri,0.78,2.13,14.85
Ducula_goliath,0.8,2.31,16.32
Ducula_pinon,0.85,2.81,17.36
Ducula_salvadorii,0.46,1.1,13.99
Ducula_melanochroa,0.83,2.74,16.93
Ducula_mullerii,0.84,2.66,16.53
Ducula_zoeae,0.81,2.28,15.51
Ducula_cuprea,0.46,1.1,13.99
Ducula_badia,0.83,2.57,16.34
Ducula_lacernulata,0.78,2.04,12.83
Ducula_cineracea,0.8,2.23,15.32
Ducula_bicolor,0.82,2.43,15.01
Ducula_spilorrhoa,0.82,2.59,16.4
Ducula_subflavescens,0.83,2.52,15.62
Ducula_luctuosa,0.8,2.14,14.47
Megaloprepia_magnifica,0.79,2.13,15.96
Megaloprepia_formosa,0.77,1.95,14.01
Ramphiculus_merrilli,0.77,1.97,15.53
Ramphiculus_marchei,0.77,2.05,16.24
Ramphiculus_leclancheri,0.79,2.08,15.59
Ramphiculus_jambu,0.76,2,14.4
Ramphiculus_epius,0.75,1.75,13.36
Ramphiculus_subgularis,0.46,1.1,14.64
Ramphiculus_mangoliensis,0.46,1.1,14.64
Ramphiculus_fischeri,0.79,2.11,15.22
Ramphiculus_meridionalis,0.46,1.1,14.64
Ramphiculus_occipitalis,0.76,1.93,15.11
Alectroenas_nitidissimus,0.46,1.1,14.64
Alectroenas_payandeei,0.46,1.1,14.64
Alectroenas_madagascariensis,0.77,2.1,16.17
Alectroenas_sganzini,0.79,2.06,15.46
Alectroenas_pulcherrimus,0.77,2,14.77
Drepanoptila_holosericea,0.77,2.03,16.14
Chrysoena_victor,0.72,1.62,12.44
Chrysoena_luteovirens,0.72,1.62,12.49
Chrysoena_viridis,0.72,1.62,12.55
Ptilinopus_nainus,0.48,1.42,10.98
Ptilinopus_arcanus,0.54,1.69,13.2
Ptilinopus_melanospilus,0.57,1.85,13.42
Ptilinopus_cinctus,0.63,2.24,16.61
Ptilinopus_alligator,0.45,1.1,14.64
Ptilinopus_dohertyi,0.54,1.69,13.17
Ptilinopus_porphyreus,0.57,1.8,13.89
Ptilinopus_temminckii,0.45,1.1,14.64
Ptilinopus_superbus,0.58,1.95,14.84
Ptilinopus_rivoli,0.55,1.89,14.13
Ptilinopus_speciosus,0.45,1.1,14.64
Ptilinopus_solomonensis,0.58,1.91,14.12
Ptilinopus_tannensis,0.62,2.18,16.58
Ptilinopus_hyogastrus,0.55,1.69,12.88
Ptilinopus_granulifrons,0.55,1.69,12.9
Ptilinopus_wallacii,0.54,1.69,13.07
Ptilinopus_aurantiifrons,0.6,2.05,14.98
Ptilinopus_ornatus,0.57,1.79,13.69
Ptilinopus_gestroi,0.45,1.1,14.64
Ptilinopus_perlatus,0.62,2.18,15.94
Ptilinopus_iozonus,0.58,1.93,14.16
Ptilinopus_insolitus,0.59,2,14.65
Ptilinopus_viridis,0.58,1.96,14.28
Ptilinopus_eugeniae,0.53,1.67,13.1
Ptilinopus_pulchellus,0.55,1.76,12.85
Ptilinopus_monacha,0.53,1.58,12.11
Ptilinopus_coronulatus,0.55,1.79,13.12
Ptilinopus_regina,0.54,1.89,14.55
Ptilinopus_mercierii,0.45,1.1,14.64
Ptilinopus_dupetithouarsii,0.57,1.88,14.01
Ptilinopus_pelewensis,0.57,1.86,13.72
Ptilinopus_richardsii,0.57,1.9,14.24
Ptilinopus_roseicapilla,0.56,1.85,14.04
Ptilinopus_ponapensis,0.45,1.1,14.64
Ptilinopus_hernsheimi,0.45,1.1,14.64
Ptilinopus_greyi,0.56,1.81,14.02
Ptilinopus_porphyraceus,0.57,1.9,14.64
Ptilinopus_fasciatus,0.45,1.1,14.64
Ptilinopus_perousii,0.54,1.79,13.87
Ptilinopus_huttoni,0.52,1.72,14.03
Ptilinopus_insularis,0.51,1.64,13.34
Ptilinopus_chalcurus,0.53,1.69,13.38
Ptilinopus_coralensis,0.61,1.8,12.04
Ptilinopus_chrysogaster,0.45,1.1,14.64
Ptilinopus_rarotongensis,0.52,1.69,13.54
Ptilinopus_purpuratus,0.57,1.87,14.4
Hemiphaga_novaeseelandiae,0.85,2.73,22.73
Hemiphaga_chathamensis,0.46,1.1,14.64
Cryptophaps_poecilorrhoa,0.81,2.2,16.72
Gymnophaps_albertisii,0.81,2.27,16.57
Gymnophaps_stalkeri,0.46,1.1,14.64
Gymnophaps_mada,0.79,2.06,15.77
Gymnophaps_solomonensis,0.79,2.06,15.96
Lopholaimus_antarcticus,0.84,2.58,20.46
Syrrhaptes_paradoxus,0.73,1.19,17.67
Syrrhaptes_tibetanus,0.74,1.26,17.76
Pterocles_orientalis,0.75,1.15,18.76
Pterocles_namaqua,0.71,0.98,15.11
Pterocles_exustus,0.74,1.01,15.02
Pterocles_senegallus,0.73,1.06,16.28
Pterocles_gutturalis,0.74,1.11,16.21
Pterocles_personatus,0.75,1.05,15.81
Pterocles_coronatus,0.76,1.09,16.81
Pterocles_alchata,0.73,1.07,17.3
Pterocles_burchelli,0.73,0.98,15.02
Pterocles_decoratus,0.73,0.99,13.84
Pterocles_bicinctus,0.76,1.08,16.16
Pterocles_quadricinctus,0.75,1.02,14.8
Pterocles_lichtensteinii,0.76,1.05,15.64
Pterocles_indicus,0.75,1.02,15.39
Steatornis_caripensis,0.77,2.13,14.22
Rigidipenna_inexpectata,0.78,1.68,11.97
Podargus_ocellatus,0.81,2.01,13.96
Podargus_papuensis,0.84,2.33,16.18
Podargus_strigoides,0.82,2.16,16.27
Batrachostomus_auritus,0.83,2.15,13.47
Batrachostomus_harterti,0.75,1.46,10.33
Batrachostomus_septimus,0.79,1.82,11.91
Batrachostomus_stellatus,0.74,1.64,10.31
Batrachostomus_moniliger,0.71,1.33,9.61
Batrachostomus_hodgsoni,0.75,1.57,10.89
Batrachostomus_poliolophus,0.79,1.81,11.42
Batrachostomus_mixtus,0.75,1.46,10.35
Batrachostomus_javensis,0.74,1.54,10
Batrachostomus_cornutus,0.75,1.46,10.28
Nyctibius_grandis,0.86,2.61,16.5
Nyctibius_aethereus,0.82,2,14.24
Nyctibius_jamaicensis,0.84,2.27,15.14
Nyctibius_griseus,0.8,2.08,13.46
Nyctibius_maculosus,0.78,1.67,11.84
Nyctibius_leucopterus,0.75,1.46,10.38
Nyctibius_bracteatus,0.72,1.32,9.39
Eurostopodus_argus,0.77,1.84,12.71
Eurostopodus_mystacalis,0.83,2.17,15.15
Eurostopodus_nigripennis,0.56,1.33,10.95
Eurostopodus_exul,0.56,1.33,10.95
Eurostopodus_diabolicus,0.8,1.88,11.84
Eurostopodus_archboldi,0.79,1.77,11.35
Eurostopodus_papuensis,0.79,1.79,11.46
Lyncornis_macrotis,0.81,2,13.27
Lyncornis_temminckii,0.78,1.78,11.33
Gactornis_enarratus,0.73,1.52,10.52
Chordeiles_nacunda,0.78,1.97,10.81
Chordeiles_pusillus,0.74,1.48,8.05
Chordeiles_minor,0.78,1.81,11.6
Chordeiles_gundlachii,0.72,1.57,9.01
Chordeiles_acutipennis,0.72,1.56,8.37
Chordeiles_rupestris,0.76,1.61,8.68
Lurocalis_semitorquatus,0.76,1.77,11.39
Lurocalis_rufiventris,0.75,1.47,10.43
Nyctiprogne_leucopyga,0.64,1.12,8.37
Nyctiprogne_vielliardi,0.7,1.27,9.22
Nyctipolus_nigrescens,0.75,1.53,9.67
Nyctipolus_hirundinaceus,0.72,1.35,9.77
Systellura_roraimae,0.56,1.33,10.95
Systellura_decussata,0.56,1.33,10.95
Systellura_longirostris,0.72,1.54,11.01
Nyctidromus_albicollis,0.76,1.15,10.48
Nyctidromus_anthonyi,0.73,1.05,9.48
Eleothreptus_anomalus,0.61,1.23,9.64
Eleothreptus_candicans,0.73,1.5,10.34
Uropsalis_segmentata,0.71,1.28,9.16
Uropsalis_lyra,0.74,1.41,10.07
Setopagis_heterura,0.7,1.24,8.95
Setopagis_parvula,0.69,1.42,9.8
Setopagis_whitelyi,0.71,1.3,9.28
Setopagis_maculosa,0.56,1.35,10.95
Hydropsalis_climacocerca,0.73,1.48,9.72
Hydropsalis_torquata,0.72,1.56,10.73
Hydropsalis_cayennensis,0.73,1.47,9.57
Hydropsalis_maculicaudus,0.7,1.37,9.19
Macropsalis_forcipata,0.75,1.6,11.99
Siphonorhis_americana,0.56,1.33,10.95
Siphonorhis_brewsteri,0.7,1.32,9.78
Nyctiphrynus_rosenbergi,0.72,1.33,9.44
Nyctiphrynus_mcleodii,0.71,1.41,9.89
Nyctiphrynus_yucatanicus,0.66,1.15,8.52
Nyctiphrynus_ocellatus,0.72,1.44,9.74
Phalaenoptilus_nuttallii,0.63,1.13,11.11
Antrostomus_vociferus,0.73,1.15,10.49
Antrostomus_arizonae,0.56,1,9.5
Antrostomus_noctitherus,0.73,1.06,8.87
Antrostomus_saturatus,0.77,1.19,9.47
Antrostomus_ridgwayi,0.73,1.08,9.3
Antrostomus_salvini,0.74,1.11,9.61
Antrostomus_badius,0.74,1.13,9.6
Antrostomus_sericocaudatus,0.73,1.16,10.13
Antrostomus_carolinensis,0.75,1.27,11.36
Antrostomus_rufus,0.78,1.28,10.54
Antrostomus_cubanensis,0.76,1.19,10.03
Antrostomus_ekmani,0.74,1.12,9.48
Caprimulgus_ruficollis,0.71,1.17,12.24
Caprimulgus_indicus,0.73,1.24,12.23
Caprimulgus_jotaka,0.55,1,12.57
Caprimulgus_phalaena,0.55,1,12.57
Caprimulgus_europaeus,0.71,1.16,12.73
Caprimulgus_fraenatus,0.73,1.14,10.45
Caprimulgus_rufigena,0.7,1.11,11
Caprimulgus_aegyptius,0.72,1.2,12.54
Caprimulgus_mahrattensis,0.77,1.14,12.57
Caprimulgus_centralasicus,0.55,1.04,12.57
Caprimulgus_nubicus,0.72,1.09,10.27
Caprimulgus_eximius,0.72,1.12,10.92
Caprimulgus_atripennis,0.74,1.05,10.93
Caprimulgus_macrurus,0.74,1.16,10.92
Caprimulgus_meesi,0.75,1.07,10.93
Caprimulgus_andamanicus,0.55,1,12.57
Caprimulgus_manillensis,0.74,1.17,11.22
Caprimulgus_celebensis,0.75,1.04,10.42
Caprimulgus_concretus,0.75,1.17,10.6
Caprimulgus_pulchellus,0.73,1.13,10.5
Caprimulgus_donaldsoni,0.67,0.95,8.89
Caprimulgus_pectoralis,0.72,1.1,10.57
Caprimulgus_poliocephalus,0.69,1.02,9.63
Caprimulgus_asiaticus,0.71,0.98,10.33
Caprimulgus_madagascariensis,0.69,1.02,10.14
Caprimulgus_natalensis,0.78,1.26,11.98
Caprimulgus_solala,0.75,1.04,10.55
Caprimulgus_inornatus,0.68,1.06,10.29
Caprimulgus_stellatus,0.71,1,10.58
Caprimulgus_affinis,0.78,1.24,12.2
Caprimulgus_tristigma,0.73,1.16,10.98
Caprimulgus_prigoginei,0.75,1.04,10.5
Caprimulgus_batesi,0.77,1.31,11.83
Caprimulgus_climacurus,0.67,1.04,9.99
Caprimulgus_clarus,0.69,1.02,9.54
Caprimulgus_fossii,0.7,1.13,10.85
Caprimulgus_longipennis,0.69,1.09,10.29
Caprimulgus_vexillarius,0.72,1.18,11.31
Veles_binotatus,0.69,1.32,9.76
Aegotheles_savesi,0.71,1.36,10.14
Aegotheles_insignis,0.74,1.44,10.24
Aegotheles_tatei,0.72,1.33,9.52
Aegotheles_crinifrons,0.77,1.6,11.23
Aegotheles_cristatus,0.66,1.3,9.59
Aegotheles_affinis,0.56,1.33,10.95
Aegotheles_bennettii,0.73,1.36,9.75
Aegotheles_wallacii,0.72,1.32,9.41
Aegotheles_archboldi,0.69,1.2,8.55
Aegotheles_albertisi,0.7,1.23,8.83
Hemiprocne_coronata,0.62,1.14,8.81
Hemiprocne_longipennis,0.68,1.23,9.01
Hemiprocne_comata,0.63,1.07,7.91
Hemiprocne_mystacea,0.78,1.74,11.14
Cypseloides_cherriei,0.72,1.02,10.33
Cypseloides_cryptus,0.75,1.11,11.48
Cypseloides_storeri,0.69,1.05,11.8
Cypseloides_niger,0.73,1.14,12.92
Cypseloides_lemosi,0.69,0.98,10.62
Cypseloides_rothschildi,0.69,1.07,12.23
Cypseloides_fumigatus,0.73,1.15,12.43
Cypseloides_senex,0.7,1.21,13.52
Streptoprocne_rutila,0.65,1.26,8.37
Streptoprocne_phelpsi,0.67,1.12,8.01
Streptoprocne_zonaris,0.74,1.68,11.11
Streptoprocne_biscutata,0.71,1.49,11.04
Streptoprocne_semicollaris,0.77,1.93,13.41
Mearnsia_picina,0.7,1.28,9.2
Mearnsia_novaeguineae,0.69,1.21,8.69
Zoonavena_grandidieri,0.6,0.97,7.26
Zoonavena_thomensis,0.6,1.01,6.64
Zoonavena_sylvatica,0.57,0.99,7.34
Telacanthura_ussheri,0.63,1.19,8.06
Telacanthura_melanopygia,0.68,1.27,9.44
Rhaphidura_leucopygialis,0.65,1.02,7.26
Rhaphidura_sabini,0.64,1.16,7.66
Neafrapus_cassini,0.67,1.21,8.94
Neafrapus_boehmi,0.62,1.09,7.57
Chaetura_fumosa,0.66,0.96,8.51
Chaetura_spinicaudus,0.67,0.96,8.35
Chaetura_martinica,0.64,1.01,8.4
Chaetura_cinereiventris,0.65,1.03,8.29
Chaetura_egregia,0.68,1.04,9.23
Chaetura_vauxi,0.59,1,9.17
Chaetura_pelagica,0.59,1.02,9.67
Chaetura_chapmani,0.72,1.24,9.53
Chaetura_meridionalis,0.63,1.09,9.29
Chaetura_brachyura,0.6,0.97,7.98
Hirundapus_caudacutus,0.54,1.41,11.5
Hirundapus_cochinchinensis,0.56,1.45,10.91
Hirundapus_giganteus,0.61,1.55,10.77
Hirundapus_celebensis,0.66,1.69,12.14
Collocalia_troglodytes,0.45,0.82,10.25
Collocalia_linchi,0.51,0.87,10.19
Collocalia_esculenta,0.55,1.04,10.06
Hydrochous_gigas,0.66,1.18,8.74
Aerodramus_papuensis,0.66,1.1,9.41
Aerodramus_whiteheadi,0.63,1.03,9
Aerodramus_nuditarsus,0.64,1.02,8.75
Aerodramus_orientalis,0.64,1.02,8.77
Aerodramus_infuscatus,0.64,1.02,8.68
Aerodramus_hirundinaceus,0.68,1.19,8.47
Aerodramus_terraereginae,0.62,1,8.83
Aerodramus_brevirostris,0.53,0.98,9.24
Aerodramus_vulcanorum,0.65,1.16,8.56
Aerodramus_maximus,0.66,1.07,9.06
Aerodramus_vanikorensis,0.66,1.16,8.24
Aerodramus_sawtelli,0.63,1.07,8.25
Aerodramus_leucophaeus,0.63,1.02,8.85
Aerodramus_inquietus,0.67,1.21,8.77
Aerodramus_pelewensis,0.69,1.26,9.03
Aerodramus_bartschi,0.59,0.91,7.99
Aerodramus_mearnsi,0.62,0.99,8.61
Aerodramus_spodiopygius,0.64,1.09,8.08
Aerodramus_unicolor,0.62,0.98,8.56
Aerodramus_francicus,0.63,1.07,8.33
Aerodramus_elaphrus,0.68,1.2,8.56
Aerodramus_fuciphagus,0.63,0.98,8.29
Aerodramus_salangana,0.66,1.17,8.28
Schoutedenapus_myoptilus,0.64,1.09,8.08
Schoutedenapus_schoutedeni,0.68,1.16,8.27
Aeronautes_saxatalis,0.57,1.14,9.32
Aeronautes_montivagus,0.67,1.1,8.13
Aeronautes_andecolus,0.63,1.08,8.37
Tachornis_phoenicobia,0.55,0.94,6.94
Tachornis_furcata,0.59,0.89,6.46
Tachornis_squamata,0.6,1.04,7.01
